cCRE File,Biosample Slim,Biosample type,Organ,Biosample summary + donor,Experiment,BigWig,Experiment,BigWig,Experiment,BigWig,Experiment,BigWig
ENCFF355GLM_ENCFF083EZT_ENCFF506VAR.bed.gz,fibroblast of mammary gland,primary cell,connective tissue; exocrine gland; mammary gland,Homo_sapiens_fibroblast_of_mammary_gland_female_ENCDO236AAA,ENCSR000ENW,ENCFF355GLM,ENCSR000DUW,ENCFF083EZT,---,---,ENCSR000DUU,ENCFF506VAR
ENCFF671RMS_ENCFF047DPU.bed.gz,endothelial cell of umbilical vein,primary cell,blood vessel; epithelium; extraembryonic component; placenta; vasculature; vein,Homo_sapiens_endothelial_cell_of_umbilical_vein_newborn_ENCDO000AAS,ENCSR000EKF,ENCFF671RMS,---,---,---,---,ENCSR000DLW,ENCFF047DPU
ENCFF706PFS_ENCFF543KTX_ENCFF708DDX_ENCFF084YDG.bed.gz,endothelial cell,in vitro differentiated cells,epithelium,Homo_sapiens_endothelial_cell_ENCDO336AAA,ENCSR541IET,ENCFF706PFS,ENCSR306WYL,ENCFF543KTX,ENCSR616PRQ,ENCFF708DDX,ENCSR031PXV,ENCFF084YDG
ENCFF865UWE_ENCFF165GJZ_ENCFF201DRD_ENCFF559SRW.bed.gz,progenitor cell of endocrine pancreas,in vitro differentiated cells,endocrine gland; pancreas,Homo_sapiens_progenitor_cell_of_endocrine_pancreas_ENCDO222AAA,ENCSR169KNO,ENCFF865UWE,ENCSR729UZM,ENCFF165GJZ,ENCSR922UKO,ENCFF201DRD,ENCSR901NIN,ENCFF559SRW
ENCFF546MZK_ENCFF732PJK_ENCFF795ONN_ENCFF357NFO.bed.gz,HepG2,cell line,endocrine gland; epithelium; exocrine gland; liver,Homo_sapiens_HepG2_ENCDO000AAC,ENCSR149XIL,ENCFF546MZK,ENCSR000DUF,ENCFF732PJK,ENCSR000AMO,ENCFF795ONN,ENCSR000AMA,ENCFF357NFO
ENCFF623ZIV_ENCFF995LLA_ENCFF426TLD_ENCFF406SZM.bed.gz,HFFc6,cell line,connective tissue; penis,Homo_sapiens_HFFc6_ENCDO737WWC,ENCSR672EWY,ENCFF623ZIV,ENCSR639PCR,ENCFF995LLA,ENCSR510VXV,ENCFF426TLD,ENCSR163ULN,ENCFF406SZM
ENCFF969JHD_ENCFF308GJB_ENCFF341LLL_ENCFF398MEO.bed.gz,DND-41,cell line,blood; bodily fluid,Homo_sapiens_DND-41_ENCDO183AAA,ENCSR903SKE,ENCFF969JHD,ENCSR000ARA,ENCFF308GJB,ENCSR000AQW,ENCFF341LLL,ENCSR000AQU,ENCFF398MEO
ENCFF269VAY_ENCFF346LEZ_ENCFF118OBT_ENCFF536VOI.bed.gz,excitatory neuron,in vitro differentiated cells,,Homo_sapiens_excitatory_neuron_ENCDO336AAA,ENCSR109RIQ,ENCFF269VAY,ENCSR864EXK,ENCFF346LEZ,ENCSR818PER,ENCFF118OBT,ENCSR489QDF,ENCFF536VOI
ENCFF472WAW_ENCFF559ALK_ENCFF575FKS_ENCFF176ELT.bed.gz,brain microvascular endothelial cell,primary cell,blood vessel; brain; epithelium; vasculature,Homo_sapiens_brain_microvascular_endothelial_cell_ENCDO227AAA,ENCSR006DKF,ENCFF472WAW,ENCSR000DTC,ENCFF559ALK,ENCSR111QCU,ENCFF575FKS,ENCSR000DTA,ENCFF176ELT
ENCFF902EEH_ENCFF137IUT_ENCFF347LDC_ENCFF491FMJ.bed.gz,hepatocyte,in vitro differentiated cells,endocrine gland; epithelium; exocrine gland; liver,Homo_sapiens_hepatocyte_originated_from_H9_ENCDO222AAA,ENCSR364MFN,ENCFF902EEH,ENCSR442ZOI,ENCFF137IUT,ENCSR507UDH,ENCFF347LDC,ENCSR252QYR,ENCFF491FMJ
ENCFF146ZBO_ENCFF684UUJ_ENCFF900UMO_ENCFF327WOL.bed.gz,NCI-H929,cell line,bone element; bone marrow,Homo_sapiens_NCI-H929_ENCDO220OYR,ENCSR090SMP,ENCFF146ZBO,ENCSR082NQB,ENCFF684UUJ,ENCSR368CYW,ENCFF900UMO,ENCSR634OAQ,ENCFF327WOL
ENCFF599UKS_ENCFF319OET_ENCFF537PUA_ENCFF756ESH.bed.gz,PC-3,cell line,prostate gland,Homo_sapiens_PC-3_ENCDO349AAA,ENCSR052AWE,ENCFF599UKS,ENCSR275NCH,ENCFF319OET,ENCSR826UTD,ENCFF537PUA,ENCSR359LOD,ENCFF756ESH
ENCFF721VIJ_ENCFF178RNN_ENCFF434PKZ.bed.gz,BE2C,cell line,brain,Homo_sapiens_BE2C_ENCDO000ACQ,ENCSR009KWQ,ENCFF721VIJ,ENCSR000DQB,ENCFF178RNN,---,---,ENCSR000DQD,ENCFF434PKZ
ENCFF241UWA_ENCFF494ASH_ENCFF114QME_ENCFF553NAP.bed.gz,GM23338,cell line,skin of body,Homo_sapiens_GM23338_ENCDO336AAA,ENCSR108PUO,ENCFF241UWA,ENCSR068ZVD,ENCFF494ASH,ENCSR370JJY,ENCFF114QME,ENCSR611HGB,ENCFF553NAP
ENCFF725VLT.bed.gz,GM08714,cell line,blood; bodily fluid,Homo_sapiens_GM08714_ENCDO000ABH,---,---,ENCSR000FCL,ENCFF725VLT,---,---,---,---
ENCFF237RRL_ENCFF902IOE.bed.gz,WI38,cell line,connective tissue; lung,Homo_sapiens_WI38_ENCDO000ADU,---,---,ENCSR000DXZ,ENCFF237RRL,---,---,ENCSR000DYB,ENCFF902IOE
ENCFF019OYK_ENCFF956JBC_ENCFF041NZX.bed.gz,nephron progenitor cell,in vitro differentiated cells,kidney,"Homo_sapiens_nephron_progenitor_cell,_8_days_post_differentiation_ENCDO222AAA",---,---,ENCSR682SDS,ENCFF019OYK,ENCSR450CSM,ENCFF956JBC,ENCSR799GJD,ENCFF041NZX
ENCFF895OTG_ENCFF699SOM.bed.gz,Loucy,cell line,blood; bodily fluid,Homo_sapiens_Loucy_ENCDO732PDS,---,---,ENCSR657RRI,ENCFF895OTG,---,---,ENCSR464DKE,ENCFF699SOM
ENCFF398AIV_ENCFF313VVF_ENCFF766DBY.bed.gz,DOHH2,cell line,,Homo_sapiens_DOHH2_ENCDO352AAA,---,---,ENCSR052WRV,ENCFF398AIV,ENCSR741STU,ENCFF313VVF,ENCSR084RDK,ENCFF766DBY
ENCFF185LXV_ENCFF135ZDR_ENCFF350HLL.bed.gz,SU-DHL-6,cell line,,Homo_sapiens_SU-DHL-6_ENCDO353AAA,---,---,ENCSR494LJG,ENCFF185LXV,ENCSR307DQT,ENCFF135ZDR,ENCSR125DKL,ENCFF350HLL
ENCFF596SGE_ENCFF192ADT_ENCFF270DID.bed.gz,neural cell,in vitro differentiated cells,,Homo_sapiens_neural_cell_originated_from_H1_ENCDO000AAW,---,---,ENCSR608VNA,ENCFF596SGE,ENCSR124VOE,ENCFF192ADT,ENCSR822CEA,ENCFF270DID
ENCFF016QKQ_ENCFF872JBW.bed.gz,GM12875,cell line,blood; bodily fluid,Homo_sapiens_GM12875_ENCDO000ABZ,---,---,ENCSR000DRS,ENCFF016QKQ,---,---,ENCSR000DRU,ENCFF872JBW
ENCFF127SRZ_ENCFF532FVC_ENCFF450CWJ.bed.gz,myotube,in vitro differentiated cells,musculature of body,Homo_sapiens_myotube_originated_from_skeletal_muscle_myoblast_ENCDO341XKY,---,---,ENCSR000ANZ,ENCFF127SRZ,ENCSR000ANV,ENCFF532FVC,ENCSR000ANS,ENCFF450CWJ
ENCFF399KTR_ENCFF955PAU_ENCFF334OZC.bed.gz,endothelial cell of umbilical vein,primary cell,blood vessel; epithelium; extraembryonic component; placenta; vasculature; vein,Homo_sapiens_endothelial_cell_of_umbilical_vein_male_newborn_ENCDO551FXN,---,---,ENCSR000AKN,ENCFF399KTR,ENCSR000ALB,ENCFF955PAU,ENCSR000ALA,ENCFF334OZC
ENCFF024WWN_ENCFF668LGR_ENCFF786GSZ.bed.gz,OCI-LY3,cell line,bone element; bone marrow; immune organ; lymph node,Homo_sapiens_OCI-LY3_ENCDO355AAA,---,---,ENCSR548PZS,ENCFF024WWN,ENCSR857GMX,ENCFF668LGR,ENCSR756ZKG,ENCFF786GSZ
ENCFF439DDQ_ENCFF885SUR_ENCFF128UTY.bed.gz,HEK293,cell line,epithelium; kidney,Homo_sapiens_HEK293_ENCDO000ABF,---,---,ENCSR000DTU,ENCFF439DDQ,ENCSR000FCH,ENCFF885SUR,ENCSR000DTW,ENCFF128UTY
ENCFF422ACL_ENCFF895AAJ_ENCFF231ZBE.bed.gz,OCI-LY1,cell line,bone element; bone marrow,Homo_sapiens_OCI-LY1_ENCDO350AAA,---,---,ENCSR422JNY,ENCFF422ACL,ENCSR597UDW,ENCFF895AAJ,ENCSR072EUE,ENCFF231ZBE
ENCFF033TJS_ENCFF105ZMP.bed.gz,endothelial cell of umbilical vein,primary cell,blood vessel; epithelium; extraembryonic component; placenta; vasculature; vein,Homo_sapiens_endothelial_cell_of_umbilical_vein_male_newborn_ENCDO342AAA,---,---,ENCSR000DVN,ENCFF033TJS,---,---,ENCSR000DVP,ENCFF105ZMP
ENCFF216WFR_ENCFF118JRY_ENCFF475BOH.bed.gz,smooth muscle cell,in vitro differentiated cells,musculature of body,Homo_sapiens_smooth_muscle_cell_originated_from_H9_ENCDO222AAA,---,---,ENCSR515PKY,ENCFF216WFR,ENCSR210ZPC,ENCFF118JRY,ENCSR261VAS,ENCFF475BOH
ENCFF685DZI_ENCFF300LXQ.bed.gz,neutrophil,primary cell,blood; bodily fluid,Homo_sapiens_neutrophil_ENCDO055UKA,---,---,ENCSR393SYU,ENCFF685DZI,---,---,ENCSR785YRL,ENCFF300LXQ
ENCFF477PME_ENCFF778FKR_ENCFF650WNL.bed.gz,KMS-11,cell line,bone element,Homo_sapiens_KMS-11_ENCDO133EXU,---,---,ENCSR539TKY,ENCFF477PME,ENCSR955IXZ,ENCFF778FKR,ENCSR430YRJ,ENCFF650WNL
ENCFF034NYB_ENCFF630UZH_ENCFF900FBY.bed.gz,neural progenitor cell,in vitro differentiated cells,,Homo_sapiens_neural_progenitor_cell_ENCDO222AAA,---,---,ENCSR259VGN,ENCFF034NYB,ENCSR211MKD,ENCFF630UZH,ENCSR260FAS,ENCFF900FBY
ENCFF500IPG_ENCFF720GFK.bed.gz,fibroblast of dermis,primary cell,connective tissue; skin of body,Homo_sapiens_fibroblast_of_dermis_ENCDO759UVX,---,---,---,---,ENCSR000APN,ENCFF500IPG,ENCSR000APM,ENCFF720GFK
ENCFF450QIY_ENCFF328ACZ.bed.gz,VCaP,cell line,epithelium; prostate gland,Homo_sapiens_VCaP_ENCDO119FJJ,---,---,---,---,ENCSR597ULV,ENCFF450QIY,ENCSR265ARE,ENCFF328ACZ
ENCFF206VZR_ENCFF101XPW.bed.gz,22Rv1,cell line,prostate gland,Homo_sapiens_22Rv1_ENCDO719HIY,---,---,---,---,ENCSR391NPE,ENCFF206VZR,ENCSR857PBV,ENCFF101XPW
ENCFF226UYQ_ENCFF478SCD.bed.gz,C4-2B,cell line,prostate gland,Homo_sapiens_C4-2B_ENCDO000ACX,---,---,---,---,ENCSR279KIX,ENCFF226UYQ,ENCSR460LGH,ENCFF478SCD
ENCFF311XTL_ENCFF508ALM.bed.gz,RWPE2,cell line,epithelium; prostate gland,Homo_sapiens_RWPE2_ENCDO000ADM,---,---,---,---,ENCSR987PNT,ENCFF311XTL,ENCSR856JJB,ENCFF508ALM
ENCFF010HOO_ENCFF354RCZ.bed.gz,epithelial cell of prostate,primary cell,epithelium; prostate gland,Homo_sapiens_epithelial_cell_of_prostate_male_ENCDO569WSJ,---,---,---,---,ENCSR910PDW,ENCFF010HOO,ENCSR196HOM,ENCFF354RCZ
ENCFF668LUY.bed.gz,GM12873,cell line,blood; bodily fluid,Homo_sapiens_GM12873_ENCDO000ABX,---,---,---,---,---,---,ENCSR000DRP,ENCFF668LUY
ENCFF112WLO.bed.gz,GM12874,cell line,blood; bodily fluid,Homo_sapiens_GM12874_ENCDO000ABY,---,---,---,---,---,---,ENCSR000DRR,ENCFF112WLO
ENCFF709YNV.bed.gz,GM12872,cell line,blood; bodily fluid,Homo_sapiens_GM12872_ENCDO000ABW,---,---,---,---,---,---,ENCSR000DRN,ENCFF709YNV
ENCFF172GQZ.bed.gz,GM12801,cell line,blood; bodily fluid,Homo_sapiens_GM12801_ENCDO000ABL,---,---,---,---,---,---,ENCSR000DQY,ENCFF172GQZ
ENCFF857BSR.bed.gz,LNCAP,cell line,prostate gland,Homo_sapiens_LNCAP_ENCDO000ACX,---,---,---,---,---,---,ENCSR315NAC,ENCFF857BSR
ENCFF230JUW.bed.gz,MCF 10A,cell line,epithelium; exocrine gland; mammary gland,Homo_sapiens_MCF_10A_treated_with_1_μM_tamoxifen_for_6_hours_ENCDO000AAP,ENCSR385SZQ,ENCFF230JUW,---,---,---,---,---,---
ENCFF151RWB.bed.gz,HT-29,cell line,colon; epithelium; intestine; large intestine,Homo_sapiens_HT-29_ENCDO347AAA,ENCSR814KRX,ENCFF151RWB,---,---,---,---,---,---
ENCFF157RLF_ENCFF878PYH_ENCFF473LYE.bed.gz,brain,organoid,brain,"Homo_sapiens_brain_organoid_male_adult_53_years,_90_days_post_differentiation_ENCDO336AAA",ENCSR330JXM,ENCFF157RLF,ENCSR264ZTG,ENCFF878PYH,ENCSR978LBY,ENCFF473LYE,---,---
ENCFF671ZCW.bed.gz,H4,cell line,brain; epithelium,Homo_sapiens_H4_ENCDO337AAA,ENCSR809CEA,ENCFF671ZCW,---,---,---,---,---,---
ENCFF460RKR.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_posterior_cingulate_gyrus_tissue_female_adult_88_years_ENCDO070VNS,ENCSR709PZI,ENCFF460RKR,---,---,---,---,---,---
ENCFF397DDP.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_posterior_cingulate_gyrus_tissue_female_adult_86_years_ENCDO997SGX,ENCSR599JZA,ENCFF397DDP,---,---,---,---,---,---
ENCFF389HFU.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_posterior_cingulate_gyrus_tissue_female_adult_90_or_above_years_ENCDO204VNL,ENCSR908MUU,ENCFF389HFU,---,---,---,---,---,---
ENCFF873DKH.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_head_of_caudate_nucleus_tissue_male_adult_90_or_above_years_ENCDO921RVK,ENCSR400MOP,ENCFF873DKH,---,---,---,---,---,---
ENCFF472RBD_ENCFF689AWS_ENCFF926THY.bed.gz,"naive thymus-derived CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_naive_thymus-derived_CD4-positive,_alpha-beta_T_cell_male_adult_35_years_ENCDO374BBL",ENCSR232NLA,ENCFF472RBD,ENCSR038NSJ,ENCFF689AWS,ENCSR979YHL,ENCFF926THY,---,---
ENCFF549PNN.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_female_adult_79_years_ENCDO609ZOG,ENCSR635GDW,ENCFF549PNN,---,---,---,---,---,---
ENCFF110ZAI_ENCFF325DXX_ENCFF040FSN.bed.gz,brain,organoid,brain,"Homo_sapiens_brain_organoid_male_adult_53_years,_180_days_post_differentiation_ENCDO336AAA",ENCSR049SVH,ENCFF110ZAI,ENCSR246IBU,ENCFF325DXX,ENCSR776FPA,ENCFF040FSN,---,---
ENCFF146ETF_ENCFF178RJC.bed.gz,cardiac muscle cell,in vitro differentiated cells,heart; musculature of body,"Homo_sapiens_cardiac_muscle_cell_originated_from_H7_treated_with_5_ng/mL_Fibroblast_growth_factor_2_for_14_days,_10_ng/mL_Bone_morphogenetic_protein_4_for_14_days,_6_ng/mL_Activin_A_for_14_days_ENCDO221AAA",ENCSR000EMY,ENCFF146ETF,ENCSR000DSP,ENCFF178RJC,---,---,---,---
ENCFF126WHA.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_posterior_cingulate_gyrus_tissue_female_adult_90_or_above_years_ENCDO557QXE,ENCSR433NEX,ENCFF126WHA,---,---,---,---,---,---
ENCFF127HBC.bed.gz,epithelial cell of prostate,primary cell,epithelium; prostate gland,Homo_sapiens_epithelial_cell_of_prostate_ENCDO101AAA,ENCSR000EPU,ENCFF127HBC,---,---,---,---,---,---
ENCFF563KPE_ENCFF373EXM_ENCFF724WVZ.bed.gz,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_naive_thymus-derived_CD8-positive,_alpha-beta_T_cell_ENCDO922TOC",ENCSR400YJR,ENCFF563KPE,ENCSR131ZVC,ENCFF373EXM,ENCSR005BTU,ENCFF724WVZ,---,---
ENCFF580UOH_ENCFF748EFD_ENCFF626IVN.bed.gz,naive B cell,primary cell,blood; bodily fluid,Homo_sapiens_naive_B_cell_ENCDO836ICQ,ENCSR326TID,ENCFF580UOH,ENCSR945JTU,ENCFF748EFD,ENCSR910RFG,ENCFF626IVN,---,---
ENCFF695YHT.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_Cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO448YMQ,ENCSR516RTV,ENCFF695YHT,---,---,---,---,---,---
ENCFF648TRC.bed.gz,head of caudate nucleus,tissue,brain,"Homo_sapiens_with_Cognitive_impairment,_Alzheimer's_disease_head_of_caudate_nucleus_tissue_male_adult_80_years_ENCDO920NSS",ENCSR085XKS,ENCFF648TRC,---,---,---,---,---,---
ENCFF230MPP.bed.gz,caudate nucleus,tissue,brain,Homo_sapiens_caudate_nucleus_tissue_male_adult_78_years_ENCDO317XRR,ENCSR015BGH,ENCFF230MPP,---,---,---,---,---,---
ENCFF973OZS.bed.gz,middle frontal area 46,tissue,brain,"Homo_sapiens_with_Cognitive_impairment,_Alzheimer's_disease_middle_frontal_area_46_tissue_female_adult_90_or_above_years_ENCDO754RFQ",ENCSR428ZCP,ENCFF973OZS,---,---,---,---,---,---
ENCFF675NNX_ENCFF220KZL_ENCFF969AJT_ENCFF345GCX.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_middle_frontal_area_46_tissue_female_adult_90_or_above_years_ENCDO847KYQ,ENCSR419KXU,ENCFF675NNX,ENCSR706XFG,ENCFF220KZL,ENCSR315UUP,ENCFF969AJT,ENCSR676LDQ,ENCFF345GCX
ENCFF929ROI.bed.gz,K562,cell line,blood; bodily fluid,Homo_sapiens_K562_treated_with_1_μM_vorinostat_for_72_hours_ENCDO000AAD,ENCSR000EKN,ENCFF929ROI,---,---,---,---,---,---
ENCFF258AWM_ENCFF834IHE_ENCFF519CLG_ENCFF488PRF.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_middle_frontal_area_46_tissue_female_adult_90_or_above_years_ENCDO250PFZ,ENCSR879XUH,ENCFF258AWM,ENCSR580RIQ,ENCFF834IHE,ENCSR520KVD,ENCFF519CLG,ENCSR779YTI,ENCFF488PRF
ENCFF293YDF.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_posterior_cingulate_gyrus_tissue_female_adult_90_or_above_years_ENCDO921LXT,ENCSR846VGZ,ENCFF293YDF,---,---,---,---,---,---
ENCFF483CTC_ENCFF623DFW_ENCFF256LPT.bed.gz,naive B cell,primary cell,blood; bodily fluid,Homo_sapiens_with_multiple_sclerosis_naive_B_cell_ENCDO157PKH,ENCSR017SBI,ENCFF483CTC,ENCSR530AVK,ENCFF623DFW,ENCSR541PLO,ENCFF256LPT,---,---
ENCFF011RNN.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO081AHA,ENCSR173NHL,ENCFF011RNN,---,---,---,---,---,---
ENCFF932AQG_ENCFF934KNB_ENCFF463VKU.bed.gz,immature natural killer cell,primary cell,bone element; bone marrow; lymph node; spleen; thymus,Homo_sapiens_immature_natural_killer_cell_ENCDO976NED,ENCSR696ZDW,ENCFF932AQG,ENCSR369WMO,ENCFF934KNB,ENCSR747ZXN,ENCFF463VKU,---,---
ENCFF395ZKW.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_head_of_caudate_nucleus_tissue_female_adult_89_years_ENCDO853VGZ,ENCSR839GHA,ENCFF395ZKW,---,---,---,---,---,---
ENCFF476YVZ.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO033BMB,ENCSR496UJY,ENCFF476YVZ,---,---,---,---,---,---
ENCFF149ERN.bed.gz,skeletal muscle myoblast,primary cell,musculature of body,Homo_sapiens_skeletal_muscle_myoblast_ENCDO094AAA,ENCSR000EOO,ENCFF149ERN,---,---,---,---,---,---
ENCFF172WCN.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO183VJV,ENCSR305WAA,ENCFF172WCN,---,---,---,---,---,---
ENCFF803KNZ.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO915WZE,ENCSR176BPJ,ENCFF803KNZ,---,---,---,---,---,---
ENCFF434ZTO.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_male_adult_82_years_ENCDO407UTA,ENCSR558SUT,ENCFF434ZTO,---,---,---,---,---,---
ENCFF022MAM_ENCFF222VSV_ENCFF377NQI.bed.gz,immature natural killer cell,primary cell,bone element; bone marrow; lymph node; spleen; thymus,Homo_sapiens_immature_natural_killer_cell_ENCDO836ICQ,ENCSR012RCX,ENCFF022MAM,ENCSR394JFQ,ENCFF222VSV,ENCSR977FMZ,ENCFF377NQI,---,---
ENCFF715WQG_ENCFF871ZNR_ENCFF694XDN_ENCFF161XMB.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_middle_frontal_area_46_tissue_female_adult_90_or_above_years_ENCDO218FFZ,ENCSR209ECO,ENCFF715WQG,ENCSR981TFL,ENCFF871ZNR,ENCSR138TQF,ENCFF694XDN,ENCSR705DNM,ENCFF161XMB
ENCFF294HEE.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO672KST,ENCSR496PSH,ENCFF294HEE,---,---,---,---,---,---
ENCFF987RXP_ENCFF419XND_ENCFF224LYA_ENCFF081IRZ.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_with_Cognitive_impairment_middle_frontal_area_46_tissue_female_adult_81_years_ENCDO077CCP,ENCSR928PKL,ENCFF987RXP,ENCSR194LMK,ENCFF419XND,ENCSR051QLZ,ENCFF224LYA,ENCSR778NDP,ENCFF081IRZ
ENCFF812WBM.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_female_adult_82_years_ENCDO165PNJ,ENCSR722HJG,ENCFF812WBM,---,---,---,---,---,---
ENCFF163NDW_ENCFF730XOV_ENCFF156YTC_ENCFF280OBE.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_middle_frontal_area_46_tissue_male_adult_83_years_ENCDO736YJH,ENCSR006MAW,ENCFF163NDW,ENCSR875PYX,ENCFF730XOV,ENCSR581KPP,ENCFF156YTC,ENCSR374PKX,ENCFF280OBE
ENCFF023UNU.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO006DAA,ENCSR217OHA,ENCFF023UNU,---,---,---,---,---,---
ENCFF859RCJ.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_posterior_cingulate_gyrus_tissue_female_adult_90_or_above_years_ENCDO258GJF,ENCSR098ISE,ENCFF859RCJ,---,---,---,---,---,---
ENCFF436OUJ.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_head_of_caudate_nucleus_tissue_female_adult_78_years_ENCDO236YSH,ENCSR122NRV,ENCFF436OUJ,---,---,---,---,---,---
ENCFF586GWE.bed.gz,brain,tissue,brain,Homo_sapiens_brain_tissue_male_embryo_72_days_and_male_embryo_76_days_ENCDO300THQ,ENCSR475VQD,ENCFF586GWE,---,---,---,---,---,---
ENCFF084MCZ.bed.gz,CWRU1,cell line,connective tissue,Homo_sapiens_CWRU1_ENCDO298AAA,ENCSR000EKI,ENCFF084MCZ,---,---,---,---,---,---
ENCFF634HGK.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_90_or_above_years_ENCDO539ZHT,ENCSR638PZJ,ENCFF634HGK,---,---,---,---,---,---
ENCFF831FJX.bed.gz,middle frontal area 46,tissue,brain,"Homo_sapiens_with_Cognitive_impairment,_Alzheimer's_disease_middle_frontal_area_46_tissue_male_adult_87_years_ENCDO776JEI",ENCSR904LMG,ENCFF831FJX,---,---,---,---,---,---
ENCFF586PFT.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_posterior_cingulate_gyrus_tissue_female_adult_77_years_ENCDO628ASW,ENCSR503UFM,ENCFF586PFT,---,---,---,---,---,---
ENCFF167HFC.bed.gz,right kidney,tissue,kidney,Homo_sapiens_right_kidney_tissue_male_embryo_91_days_ENCDO245RIZ,ENCSR768OLL,ENCFF167HFC,---,---,---,---,---,---
ENCFF271NTU.bed.gz,hematopoietic multipotent progenitor cell,in vitro differentiated cells,blood; bodily fluid,"Homo_sapiens_hematopoietic_multipotent_progenitor_cell_treated_with_interleukin-3_for_13_days,_kit_ligand_for_13_days,_hydrocortisone_succinate_for_13_days,_erythropoietin_for_13_days_ENCDO937OUY",ENCSR855FOP,ENCFF271NTU,---,---,---,---,---,---
ENCFF642DIW_ENCFF040CKW_ENCFF466QNQ.bed.gz,endodermal cell,in vitro differentiated cells,embryo,Homo_sapiens_endodermal_cell_originated_from_H1_ENCDO000AAW,ENCSR940CXU,ENCFF642DIW,ENCSR832USV,ENCFF040CKW,ENCSR349NAK,ENCFF466QNQ,---,---
ENCFF894IKL_ENCFF202ADM_ENCFF776XVZ.bed.gz,"CD4-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_with_multiple_sclerosis_CD4-positive,_alpha-beta_memory_T_cell_ENCDO553CCA",ENCSR437PXY,ENCFF894IKL,ENCSR341QLC,ENCFF202ADM,ENCSR832UMM,ENCFF776XVZ,---,---
ENCFF502EWY_ENCFF489NSZ.bed.gz,T-helper 2 cell,primary cell,blood; bodily fluid,"Homo_sapiens_T-helper_2_cell_male_adult_35_years_treated_with_5_μg/mL_Interferon-gamma_antibody_,_100_ng/mL_Interleukin-4_ENCDO374BBL",ENCSR223XND,ENCFF502EWY,---,---,ENCSR414QLH,ENCFF489NSZ,---,---
ENCFF444IFX_ENCFF070QLD_ENCFF802MJK.bed.gz,natural killer cell,primary cell,blood; bodily fluid,Homo_sapiens_natural_killer_cell_male_adult_33_years_ENCDO195VEA,ENCSR975LGK,ENCFF444IFX,ENCSR139UDI,ENCFF070QLD,ENCSR067KOO,ENCFF802MJK,---,---
ENCFF947PKH.bed.gz,astrocyte of the hippocampus,primary cell,brain,Homo_sapiens_astrocyte_of_the_hippocampus_ENCDO223AAA,ENCSR000ENA,ENCFF947PKH,---,---,---,---,---,---
